Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,,,,,,
,Joe Dunlap,Ohio State,F,Sr,13,3,5,8,0.6154,25,24,1,0,0,2,4,0,0,,,,,,,
,Jackson Hallum,Michigan,F,So,9,3,5,8,0.8889,0,16,0,0,1,6,4,1,0,100,,,,,,
,Tanner Latsch,Northern Michigan,F,Fr,8,7,1,8,1,6,22,0,6,0,-6,2,0,0,,,,,,,
906,Kent Anderson,Denver,D,So,41,3,4,7,0.1707,12,24,0,0,0,11,20,0,0,,,,,,,
,Philippe Lapointe,Michigan,F,Sr,39,1,6,7,0.1795,28,30,0,0,0,-9,26,0,1,0,,,,,,
,Trevor Russell,Michigan Tech,D,Jr,38,0,7,7,0.1842,30,33,0,0,0,6,55,0,0,,,,,,,
,Owen Michaels,Western Michigan,F,Fr,38,2,5,7,0.1842,10,49,0,0,0,6,6,157,105,59.9,,,,,,
,Ty Murchison,Arizona State,D,Jr,37,3,4,7,0.1892,62,46,0,0,0,7,43,0,0,,,,,,,
,Nick Strom,RPI,D,Jr,37,0,7,7,0.1892,10,38,0,0,0,-6,58,4,0,100,,,,,,
,Cole Miller,St. Thomas,D,Fr,37,1,6,7,0.1892,47,28,0,0,0,0,25,0,0,,,,,,,
,Ethan Szmagaj,Arizona State,D,Jr,37,3,4,7,0.1892,29,45,0,0,0,6,58,0,0,,,,,,,
,Nick Young,Union,D,So,37,2,5,7,0.1892,26,43,0,0,1,-2,61,0,0,,,,,,,
,Jack Agnew,RPI,D,Jr,37,2,5,7,0.1892,16,32,0,0,0,-10,48,0,0,,,,,,,
,Cale Ashcroft,Denver,D,Fr,37,1,6,7,0.1892,4,34,0,0,0,-2,14,0,0,,,,,,,
,Liam Walsh,Northeastern,F,Gr,36,4,3,7,0.1944,28,34,1,1,0,-13,23,198,207,48.9,,,,,,
,Thomas Daskas,Miami,F,Sr,36,3,4,7,0.1944,21,34,0,0,0,-9,18,107,123,46.5,,,,,,
,Sam Brennan,Air Force,D,Sr,36,3,4,7,0.1944,16,36,0,0,1,3,36,0,0,,,,,,,
,Paul Maust,Robert Morris,F,Gr,36,3,4,7,0.1944,41,37,0,1,0,-16,32,12,8,60,,,,,,
,Harrison Rees,Connecticut,D,Gr,36,3,4,7,0.1944,10,47,0,0,0,-2,50,0,6,0,,,,,,
,Ray Christy,Colorado College,F,Sr,36,2,5,7,0.1944,15,33,1,0,0,1,11,0,1,0,,,,,,
,Powell Connor,Canisius,D,Sr,35,1,6,7,0.2,39,61,0,0,1,-4,79,0,0,,,,,,,
,Max Dorrington,St. Lawrence,F,Sr,35,2,5,7,0.2,29,57,0,2,0,-8,20,318,239,57.1,,,,,,
,Cal Mell,Union,D,So,35,0,7,7,0.2,12,11,0,0,0,-4,35,0,0,,,,,,,
,Conor Ronayne,Stonehill,F,Fr,35,2,5,7,0.2,32,39,0,0,0,-33,14,78,107,42.2,,,,,,
,Jack Judson,Clarkson,D,Gr,35,0,7,7,0.2,57,35,0,0,0,3,41,0,0,,,,,,,
,Nick Nardecchia,Ferris State,F,Jr,34,3,4,7,0.2059,27,54,0,0,0,-16,13,1,9,10,,,,,,
,Nathan McBrayer,Ohio State,D,Fr,34,0,7,7,0.2059,8,49,0,0,0,1,23,0,0,,,,,,,
,Jackson Nieuwendyk,Canisius,F,Fr,34,2,5,7,0.2059,16,33,1,0,1,0,11,100,162,38.2,,,,,,
,George Fegaras,Cornell,D,Fr,33,3,4,7,0.2121,12,57,0,1,0,9,19,0,0,,,,,,,
,Michael Mastrodomenico,Notre Dame,D,So,33,1,6,7,0.2121,25,61,0,0,0,-4,32,0,0,,,,,,,
,Jordan Di Cicco,Long Island,D,Sr,33,2,5,7,0.2121,4,33,0,2,0,-2,17,0,0,,,,,,,
,Cameron Hebert,Robert Morris,F,Sr,33,2,5,7,0.2121,20,35,0,0,0,-3,12,166,190,46.6,,,,,,
,Nate Horn,Air Force,F,Sr,33,3,4,7,0.2121,12,46,0,0,0,-3,16,0,7,0,,,,,,
,Marek Hejduk,Harvard,F,So,32,5,2,7,0.2188,29,55,0,0,0,-19,8,1,3,25,,,,,,
,Carter Slaggert,Notre Dame,F,Fr,32,3,4,7,0.2188,24,27,0,0,0,-11,22,2,11,15.4,,,,,,
,Jordan Power,Minnesota State,D,Gr,31,1,6,7,0.2258,26,24,0,0,0,1,35,0,1,0,,,,,,
,Brett Edwards,Northeastern,F,Gr,31,5,2,7,0.2258,18,17,0,0,0,-2,9,6,5,54.5,,,,,,
,Blais Richartz,Michigan Tech,F,Sr,31,3,4,7,0.2258,8,46,0,0,0,5,4,25,61,29.1,,,,,,
,Casey McDonald,American Int'l,F,So,31,4,3,7,0.2258,22,54,1,0,0,-8,6,8,11,42.1,,,,,,
,CJ Regula,RPI,D,Gr,29,2,5,7,0.2414,22,45,0,2,0,-3,41,0,0,,,,,,,
,Preston Brodziak,Long Island,F,Sr,29,3,4,7,0.2414,10,51,2,0,0,2,11,173,129,57.3,,,,,,
,Tommy Pasanen,Bowling Green,D,Sr,29,1,6,7,0.2414,20,49,0,0,0,-12,41,0,0,,,,,,,
,Cam McDonald,Providence,D,Gr,29,1,6,7,0.2414,8,23,0,0,0,5,29,0,0,,,,,,,
,Nicholas Trela,St. Lawrence,F,Sr,28,2,5,7,0.25,10,26,0,0,0,-5,11,1,2,33.3,,,,,,
,Cam O'Neill,Massachusetts,F,Fr,28,3,4,7,0.25,23,26,0,0,0,0,13,1,0,100,,,,,,
,Tucker McRae,Dartmouth,D,So,27,3,4,7,0.2593,14,23,0,1,0,-10,43,0,0,,,,,,,
,Jacob Dirks,Ferris State,F,Sr,27,3,4,7,0.2593,2,29,0,0,0,-3,11,3,5,37.5,,,,,,
,Zach Krajnik,Minnesota State,F,Jr,27,1,6,7,0.2593,2,25,0,0,0,4,12,0,1,0,,,,,,
,Mitch Allard,Lindenwood,F,Jr,27,3,4,7,0.2593,39,29,0,0,0,-9,16,194,191,50.4,,,,,,
,Christian Felton,Merrimack,D,Sr,26,3,4,7,0.2692,4,39,0,0,0,-3,55,0,1,0,,,,,,
,Simon Falk,Augustana,F,Jr,26,0,7,7,0.2692,4,38,0,0,0,-3,12,0,0,,,,,,,
,William Tripp,Stonehill,D,So,25,0,7,7,0.28,21,19,0,0,0,-19,18,0,0,,,,,,,
,Justin Barker,Stonehill,F,Fr,24,4,3,7,0.2917,10,55,0,1,1,-14,21,16,40,28.6,,,,,,
,Dominick Campione,Stonehill,D,Fr,24,3,4,7,0.2917,41,19,0,1,0,-25,14,0,0,,,,,,,
,Ryan Nause,Bentley,D,So,23,1,6,7,0.3043,12,27,0,1,0,-1,21,0,0,,,,,,,
,Logan Jenuwine,American Int'l,F,Gr,23,1,6,7,0.3043,12,44,0,0,0,-10,9,10,8,55.6,,,,,,
,Joseph Grainda,Stonehill,F,Fr,22,3,4,7,0.3182,10,29,0,0,0,-17,25,16,43,27.1,,,,,,
,Grant Docter,St. Thomas,D,Jr,22,0,7,7,0.3182,8,25,0,0,0,-3,21,0,0,,,,,,,
,Teddy Wooding,Yale,F,Sr,21,1,6,7,0.3333,8,27,1,0,0,-6,10,2,4,33.3,,,,,,
,Michael Bevilacqua,Bowling Green,D,Fr,20,2,5,7,0.35,2,17,1,0,0,0,13,0,0,,,,,,,
,Donte Lawson,Bemidji State,F,Jr,17,4,3,7,0.4118,0,22,0,0,0,3,4,0,0,,,,,,,
,Philip Tresca,Harvard,F,So,16,0,7,7,0.4375,6,30,0,0,0,-9,10,100,154,39.4,,,,,,
,Jordan Tonelli,Brown,F,Sr,16,3,4,7,0.4375,8,36,0,1,0,-9,10,147,159,48,,,,,,
,Grant Porter,Canisius,F,Fr,16,4,3,7,0.4375,4,36,0,1,0,-1,11,79,95,45.4,,,,,,
,Jaxson Ezman,Princeton,F,So,15,4,3,7,0.4667,4,31,0,0,0,2,8,27,30,47.4,,,,,,
968,Caleb Moretz,RIT,F,Gr,39,1,5,6,0.1538,8,39,0,0,0,4,19,34,33,50.7,,,,,,
,Cooper Wylie,St. Cloud State,D,So,38,3,3,6,0.1579,15,46,1,0,0,-2,25,0,0,,,,,,,
,Cade Webber,Boston University,D,Sr,38,0,6,6,0.1579,30,22,0,0,0,15,137,0,0,,,,,,,
,Darian Gotz,Minnesota-Duluth,D,Sr,37,0,6,6,0.1622,37,50,0,0,0,-8,51,0,0,,,,,,,
,Aiden Celebrini,Boston University,D,Fr,36,1,5,6,0.1667,20,17,0,0,0,7,23,0,0,,,,,,,
,John Spetz,Connecticut,D,Sr,36,2,4,6,0.1667,18,51,0,0,0,-12,47,12,34,26.1,,,,,,
,Connor Joyce,Boston College,F,Jr,35,2,4,6,0.1714,6,34,0,0,0,-1,15,59,55,51.8,,,,,,
,Nick Remissong,Air Force,F,Fr,34,1,5,6,0.1765,19,24,0,0,0,-3,8,62,56,52.5,,,,,,
,Damien Carfagna,Ohio State,D,So,34,2,4,6,0.1765,10,57,1,0,0,-10,48,0,0,,,,,,,
,Zach Schulz,Wisconsin,D,Fr,34,2,4,6,0.1765,6,24,1,0,0,3,29,0,0,,,,,,,
,Kaelan Taylor,Clarkson,D,Sr,34,1,5,6,0.1765,28,27,0,0,1,2,32,0,0,,,,,,,
,Levi Glasman,Colgate,F,Sr,33,1,5,6,0.1818,6,26,0,0,0,0,4,0,1,0,,,,,,
,Jake Flynn,Connecticut,D,Gr,33,1,5,6,0.1818,10,53,0,0,0,-5,40,1,5,16.7,,,,,,
,Joe Solimine,Holy Cross,F,So,32,3,3,6,0.1875,26,21,0,0,0,1,7,72,88,45,,,,,,
,Lucas Olvestad,Denver,D,So,32,0,6,6,0.1875,14,17,0,0,0,8,16,0,0,,,,,,,
,Steven Townley,Dartmouth,F,Jr,32,2,4,6,0.1875,10,35,0,0,1,-5,23,230,213,51.9,,,,,,
,Breck McKinley,Bowling Green,D,Fr,31,0,6,6,0.1935,6,30,0,0,0,-12,27,0,0,,,,,,,
,Patrik Satosaari,Bemidji State,D,So,31,1,5,6,0.1935,8,24,0,0,0,-1,28,0,0,,,,,,,
,Iisai Pesonen,Yale,F,Fr,30,5,1,6,0.2,24,19,0,2,0,-11,11,2,1,66.7,,,,,,
,Alex Servagno,Penn State,F,So,30,2,4,6,0.2,2,46,0,0,0,-5,18,2,0,100,,,,,,
,Bayard Hall,Yale,D,So,30,1,5,6,0.2,10,50,0,0,0,-12,30,0,0,,,,,,,
,Owen Dubois,Air Force,F,Fr,30,4,2,6,0.2,6,19,0,0,0,-2,3,114,145,44,,,,,,
,Griffin Ness,North Dakota,F,Sr,30,3,3,6,0.2,16,21,1,0,0,0,6,59,86,40.7,,,,,,
,Christian Berger,Penn State,D,Sr,30,2,4,6,0.2,6,39,0,0,0,-10,30,0,0,,,,,,,
,Mitchell Becker,Mass.-Lowell,D,So,30,3,3,6,0.2,12,40,0,0,0,-4,19,0,0,,,,,,,
,Philip Törnqvist,Vermont,D,So,29,2,4,6,0.2069,12,18,1,0,0,1,30,0,0,,,,,,,
,Sam Deckhut,Ohio State,F,Fr,29,3,3,6,0.2069,2,16,1,0,0,-3,10,10,7,58.8,,,,,,
,Dawson Bruneski,Alaska,D,Gr,29,2,4,6,0.2069,70,16,0,0,0,1,23,0,0,,,,,,,
,Daimon Gardner,Clarkson,F,Fr,29,1,5,6,0.2069,8,36,0,0,0,-7,9,19,15,55.9,,,,,,
,Gabriel Lunn,Robert Morris,D,Fr,29,1,5,6,0.2069,18,33,1,1,0,-16,28,0,1,0,,,,,,
,Jack Rogers,St. Cloud State,F,So,29,4,2,6,0.2069,22,25,1,0,0,-4,20,0,0,,,,,,,
,Joe Prouty,Lindenwood,D,So,28,0,6,6,0.2143,75,34,0,0,0,-14,26,1,0,100,,,,,,
,Jack Bar,Harvard,D,Jr,27,1,5,6,0.2222,12,29,0,0,0,-9,40,1,0,100,,,,,,
,Jack Malinski,Vermont,D,Fr,26,2,4,6,0.2308,16,33,0,0,0,3,26,0,0,,,,,,,
,Cameron Buhl,St. Lawrence,F,Gr,26,4,2,6,0.2308,6,53,0,0,0,-7,10,150,177,45.9,,,,,,
,Jonathan Bendorf,Bentley,F,Gr,26,3,3,6,0.2308,14,39,0,1,0,-6,8,2,11,15.4,,,,,,
,Matt Rickard,American Int'l,D,Sr,25,2,4,6,0.24,8,27,0,1,0,-1,16,0,0,,,,,,,
,Cooper Haar,Canisius,F,Sr,25,1,5,6,0.24,16,25,0,0,0,-5,4,0,0,,,,,,,
,Alex Weiermair,Denver,F,Fr,24,3,3,6,0.25,2,10,1,0,0,2,1,4,1,80,,,,,,
,Dominic Foglia,Colgate,D,Fr,24,2,4,6,0.25,4,29,0,0,0,3,13,0,0,,,,,,,
,Jarred White,Alaska-Anchorage,F,Sr,24,0,6,6,0.25,12,34,0,0,0,2,5,1,0,100,,,,,,
,Tristan Lemyre,Denver,F,So,24,2,4,6,0.25,0,16,0,0,0,3,3,1,0,100,,,,,,
,Blake Humphrey,Sacred Heart,F,So,23,2,4,6,0.2609,4,28,0,0,0,-4,5,11,15,42.3,,,,,,
,Hunter McDonald,Northeastern,D,So,23,1,5,6,0.2609,32,46,0,0,0,3,52,0,0,,,,,,,
,Jimmy Goffredo,RPI,D,Fr,22,3,3,6,0.2727,19,34,0,2,0,-2,33,0,0,,,,,,,
,Matthew McGroarty,Quinnipiac,F,Fr,22,1,5,6,0.2727,10,23,0,0,0,7,6,68,64,51.5,,,,,,
,Trevor Griebel,Merrimack,D,So,19,2,4,6,0.3158,6,12,1,0,0,6,12,0,0,,,,,,,
,Ethan AuCoin,St. Cloud State,F,So,19,4,2,6,0.3158,8,23,0,0,0,1,6,0,0,,,,,,,
,Matt Kinash,Alaska-Anchorage,F,Jr,18,2,4,6,0.3333,6,18,0,0,0,4,6,42,37,53.2,,,,,,
,Tyler Haskins,Minnesota State,F,Jr,18,4,2,6,0.3333,2,18,2,1,0,0,3,12,9,57.1,,,,,,
,Jackson Munro,Brown,D,Jr,18,2,4,6,0.3333,10,20,0,0,1,-13,18,0,0,,,,,,,
,Chase McLane,Penn State,F,Sr,17,3,3,6,0.3529,11,28,0,0,0,-11,9,142,124,53.4,,,,,,
,Dario Beljo,American Int'l,F,Fr,16,2,4,6,0.375,12,16,2,0,0,2,9,43,55,43.9,,,,,,
,Seth Bernard-Docker,Bentley,D,So,16,0,6,6,0.375,4,18,0,0,0,-3,6,0,0,,,,,,,
,Brett Roloson,Lake Superior,F,Jr,15,1,5,6,0.4,6,11,0,0,0,1,4,56,75,42.7,,,,,,
,Nick Ahern,Vermont,F,Fr,14,1,5,6,0.4286,10,30,0,1,0,1,2,0,0,,,,,,,
1024,Steven Holtz,Michigan,D,Sr,38,0,5,5,0.1316,35,21,0,0,0,9,21,0,0,,,,,,,
,Gavin McCarthy,Boston University,D,Fr,38,1,4,5,0.1316,41,29,0,0,0,12,33,0,0,,,,,,,
,Mason Klee,Ohio State,D,Gr,38,1,4,5,0.1316,25,45,0,0,0,-5,35,0,0,,,,,,,
,Ethan Straky,Colorado College,D,So,37,2,3,5,0.1351,16,42,0,0,0,11,33,0,0,,,,,,,
,Ty Gallagher,Boston University,D,Jr,37,0,5,5,0.1351,14,24,0,0,0,3,33,0,0,,,,,,,
,Mike Vorlicky,Wisconsin,D,Gr,37,1,4,5,0.1351,27,31,0,0,1,17,24,1,1,50,,,,,,
,Connor Mayer,Colorado College,D,Gr,37,0,5,5,0.1351,24,51,0,0,0,11,46,0,0,,,,,,,
,Mason Wheeler,Minnesota State,D,So,37,1,4,5,0.1351,18,24,0,0,0,5,51,0,2,0,,,,,,
,Luke Antonacci,Maine,D,So,37,0,5,5,0.1351,10,28,0,0,0,16,41,0,0,,,,,,,
,Grant Hindman,Lake Superior,D,Jr,36,1,4,5,0.1389,8,44,0,0,0,-5,23,0,0,,,,,,,
,Will Hillman,Minnesota State,F,Jr,36,2,3,5,0.1389,12,44,0,0,0,0,13,75,108,41,,,,,,
,Joey Pierce,Minnesota-Duluth,D,So,35,0,5,5,0.1429,12,39,0,0,0,-1,47,0,0,,,,,,,
,Tucker Hodgson,Bentley,D,Jr,35,1,4,5,0.1429,22,32,0,0,0,3,23,1,0,100,,,,,,
,Cameron Gaudette,Stonehill,D,Jr,35,1,4,5,0.1429,36,30,0,0,0,-32,39,0,0,,,,,,,
,Tucker McIntosh,St. Lawrence,D,Sr,34,0,5,5,0.1471,12,32,0,0,0,-2,38,1,0,100,,,,,,
,Ethan Lund,Niagara,D,So,33,2,3,5,0.1515,8,27,1,0,0,-6,34,0,0,,,,,,,
,Mark Gallant,Merrimack,F,Gr,33,2,3,5,0.1515,23,35,0,0,0,-1,9,7,5,58.3,,,,,,
,Carter Loney,Minnesota-Duluth,F,Jr,33,3,2,5,0.1515,31,29,0,0,1,-8,20,143,212,40.3,,,,,,
,Austin Oravetz,Michigan State,D,Fr,33,0,5,5,0.1515,15,20,0,0,0,8,18,0,0,,,,,,,
,William Smith,Ohio State,D,Fr,32,1,4,5,0.1563,22,44,0,0,0,2,19,1,0,100,,,,,,
,Mason Langenbrunner,Harvard,D,So,32,0,5,5,0.1563,8,31,0,0,0,-4,36,0,0,,,,,,,
,Michael Suda,Cornell,D,Jr,32,0,5,5,0.1563,10,46,0,0,0,13,26,0,0,,,,,,,
,Will Magnuson,Bemidji State,D,Jr,32,0,5,5,0.1563,16,32,0,0,0,3,76,0,0,,,,,,,
,Max Pineo,Stonehill,F,So,30,3,2,5,0.1667,10,31,0,3,0,-34,2,3,6,33.3,,,,,,
,Mike Kennedy,Princeton,D,Sr,30,2,3,5,0.1667,47,39,0,0,0,-16,35,0,0,,,,,,,
,Ryan Shostak,Brown,F,So,30,3,2,5,0.1667,4,30,1,0,0,-9,17,150,183,45,,,,,,
,Reilly Connors,Yale,F,Sr,30,1,4,5,0.1667,18,42,0,0,1,-5,10,206,208,49.8,,,,,,
,Anthony Stark,Augustana,D,Gr,30,2,3,5,0.1667,4,17,0,0,0,-2,39,0,0,,,,,,,
,Connor Sullivan,Yale,D,Jr,30,0,5,5,0.1667,29,38,0,0,0,-12,27,0,0,,,,,,,
,Tony Andreozzi,Brown,D,Jr,30,2,3,5,0.1667,6,36,0,0,0,-1,43,0,0,,,,,,,
,Oskari Vuorio,Dartmouth,F,Fr,29,0,5,5,0.1724,4,22,0,0,0,-5,13,5,2,71.4,,,,,,
,Connor Pelc,Mercyhurst,F,Fr,29,1,4,5,0.1724,14,39,0,0,0,-5,9,2,7,22.2,,,,,,
,Cole Mickel,Niagara,D,Fr,28,2,3,5,0.1786,4,26,0,0,0,-5,22,0,0,,,,,,,
,Tony Follmer,Bemidji State,D,Jr,28,1,4,5,0.1786,19,23,0,0,0,5,63,0,0,,,,,,,
,Dylan Herzog,Yale,D,Jr,28,0,5,5,0.1786,6,22,0,0,0,4,45,0,0,,,,,,,
,Brendan Fitzgerald,New Hampshire,D,Fr,28,0,5,5,0.1786,44,22,0,0,0,-4,10,0,0,,,,,,,
,Jack Anderson,Lindenwood,D,So,28,1,4,5,0.1786,40,26,0,0,0,-14,41,0,0,,,,,,,
,Nate Morgan,Dartmouth,F,Jr,28,1,4,5,0.1786,6,14,0,0,0,-1,8,0,1,0,,,,,,
,Callum Gau,Augustana,F,Fr,28,2,3,5,0.1786,20,25,0,0,0,-6,17,113,138,45,,,,,,
,Tyler Spott,Sacred Heart,D,Gr,27,1,4,5,0.1852,16,26,1,0,0,-4,30,0,1,0,,,,,,
,Isack Bandu,Northern Michigan,D,So,26,1,4,5,0.1923,45,25,1,0,0,0,14,0,0,,,,,,,
,Brayden Krieger,Bowling Green,F,Jr,26,0,5,5,0.1923,0,37,0,0,0,-7,4,8,17,32,,,,,,
,Nolan Cunningham,Air Force,D,Fr,26,0,5,5,0.1923,2,27,0,0,0,-2,14,0,0,,,,,,,
,Danny Ciccarello,RPI,F,So,25,4,1,5,0.2,6,27,1,0,0,-7,9,59,93,38.8,,,,,,
,Nick Williams,Michigan Tech,D,Fr,25,1,4,5,0.2,8,23,0,1,0,8,28,0,0,,,,,,,
,Grayson Arnott,Maine,D,So,25,2,3,5,0.2,6,23,1,0,0,3,26,0,0,,,,,,,
,Hunter McCoy,Army,F,Jr,25,1,4,5,0.2,8,29,0,0,0,2,6,45,60,42.9,,,,,,
,Jimmy Doyle,Bentley,F,Fr,25,0,5,5,0.2,16,45,0,0,0,-5,9,24,19,55.8,,,,,,
,Drew Cooper,Ferris State,D,Sr,24,2,3,5,0.2083,4,23,0,0,0,-4,12,0,0,,,,,,,
,Patrick Schmiedlin,Lindenwood,F,Fr,24,2,3,5,0.2083,4,41,0,1,0,-11,9,24,35,40.7,,,,,,
,Tyler Catalano,Cornell,F,Fr,24,1,4,5,0.2083,14,19,0,0,0,-1,15,74,79,48.4,,,,,,
,Colton Cameron,Bentley,D,Fr,24,2,3,5,0.2083,10,16,0,0,0,2,29,1,1,50,,,,,,
,Tyler Coffey,Colorado College,F,Sr,24,5,0,5,0.2083,10,47,0,1,0,-2,5,0,0,,,,,,,
,Felix Trudeau,Maine,F,So,24,3,2,5,0.2083,6,25,0,0,0,1,11,54,74,42.2,,,,,,
,Eli Barnett,Vermont,D,Fr,24,0,5,5,0.2083,16,6,0,0,0,6,7,0,0,,,,,,,
,Riley Hughes,Ohio State,F,Gr,23,1,4,5,0.2174,19,28,0,0,0,-3,8,0,3,0,,,,,,
,Cade Ahrenholz,Alaska,F,So,23,5,0,5,0.2174,10,27,0,0,0,-4,7,0,0,,,,,,,
,Jan Olenginski,St. Lawrence,D,Fr,23,3,2,5,0.2174,8,30,1,0,0,-3,15,0,0,,,,,,,
,Luke Weilandt,Merrimack,F,Fr,23,3,2,5,0.2174,6,18,0,0,0,-2,16,17,33,34,,,,,,
,DJ Hart,Union,D,Fr,22,1,4,5,0.2273,25,21,0,0,1,-6,13,0,0,,,,,,,
,Braden Fischer,Minnesota-Duluth,F,Fr,22,1,4,5,0.2273,2,11,0,0,0,2,3,68,83,45,,,,,,
,Joshua Barnes,American Int'l,F,So,22,3,2,5,0.2273,2,39,1,1,0,-7,4,14,22,38.9,,,,,,
,Reid Pabich,Maine,F,So,21,1,4,5,0.2381,4,21,1,0,0,0,10,1,2,33.3,,,,,,
,Ryan Mahshie,Connecticut,F,Gr,21,2,3,5,0.2381,4,28,0,0,0,-3,7,0,0,,,,,,,
,Killian Kiecker-Olson,Canisius,F,So,21,2,3,5,0.2381,15,27,0,0,0,-6,11,121,100,54.8,,,,,,
,Ryan Rosborough,St. Cloud State,F,Jr,20,3,2,5,0.25,19,33,1,0,0,-10,7,77,89,46.4,,,,,,
,Jack Collins,Mass.-Lowell,F,So,20,3,2,5,0.25,4,25,1,0,0,-3,3,69,66,51.1,,,,,,
,Austin McCarthy,Ferris State,F,Sr,20,3,2,5,0.25,4,26,0,1,0,-5,10,90,76,54.2,,,,,,
,Jake LaRusso,Stonehill,F,Fr,19,3,2,5,0.2632,10,25,1,2,0,-26,6,48,80,37.5,,,,,,
,Johnny Wescoe,Niagara,F,So,19,4,1,5,0.2632,6,21,0,2,0,-3,8,0,0,,,,,,,
,Caiden Gault,Ferris State,F,So,19,2,3,5,0.2632,4,31,0,0,0,-5,3,0,0,,,,,,,
,Tynan Ewart,St. Cloud State,D,Fr,19,0,5,5,0.2632,2,8,0,0,0,7,11,0,0,,,,,,,
,Liam Engstrom,Bemidji State,F,Fr,17,3,2,5,0.2941,4,26,0,2,0,-2,3,0,0,,,,,,,
,Henry Bartle,Michigan Tech,F,Fr,16,1,4,5,0.3125,19,10,0,0,0,5,2,0,0,,,,,,,
,Jaiden Moriello,Mass.-Lowell,F,Fr,16,0,5,5,0.3125,6,18,0,0,0,-1,1,0,0,,,,,,,
,Jack Babbage,New Hampshire,D,Jr,15,1,4,5,0.3333,0,19,0,0,0,5,8,0,0,,,,,,,
,James Marooney,St. Thomas,D,Gr,15,0,5,5,0.3333,6,29,0,0,0,5,17,0,0,,,,,,,
,Joshua Wildauer,Lake Superior,F,Sr,15,0,5,5,0.3333,4,10,0,0,0,-3,6,1,2,33.3,,,,,,
,Ethan Benz,Union,F,So,15,4,1,5,0.3333,10,15,0,0,0,1,4,20,40,33.3,,,,,,
,Conner Hutchison,Sacred Heart,D,Jr,14,1,4,5,0.3571,2,18,0,0,0,-4,5,0,0,,,,,,,
,Sebastian Tamburro,Colgate,F,So,13,1,4,5,0.3846,4,12,0,0,0,4,2,0,0,,,,,,,
,Timofei Khokhlachev,American Int'l,F,So,12,3,2,5,0.4167,14,13,0,0,1,4,2,4,8,33.3,,,,,,
,Lucas Coon,Air Force,F,Jr,11,3,2,5,0.4545,2,13,0,0,0,2,2,5,4,55.6,,,,,,
,William Lawson-Body,Alaska,F,Fr,10,1,4,5,0.5,15,15,0,0,0,4,4,9,8,52.9,,,,,,
,Nic Belpedio,Colgate,D,Jr,9,3,2,5,0.5556,2,19,0,1,0,4,9,0,0,,,,,,,
1109,Justen Close,Minnesota,G,Gr,38,0,4,4,0.1053,0,0,0,0,0,0,0,0,0,,,,,,,
,John Gormley,Long Island,D,Jr,37,1,3,4,0.1081,61,31,0,0,0,8,74,1,5,16.7,,,,,,
,Bobby Metz,Colgate,D,So,36,2,2,4,0.1111,2,27,0,1,0,10,10,0,0,,,,,,,
,Campbell Cichosz,Minnesota State,D,So,36,1,3,4,0.1111,8,44,0,0,0,1,47,1,1,50,,,,,,
,Zach Plucinski,Notre Dame,D,Sr,36,0,4,4,0.1111,41,29,0,0,0,5,56,0,0,,,,,,,
,Linden Alger,Massachusetts,D,Sr,35,2,2,4,0.1143,4,32,0,0,0,5,29,0,0,,,,,,,
,Andrew Noel,Ferris State,D,So,35,1,3,4,0.1143,4,29,0,0,0,-2,48,0,0,,,,,,,
,Brehdan Engum,Mass.-Lowell,D,Sr,34,0,4,4,0.1176,39,34,0,0,0,-8,47,0,1,0,,,,,,
,TJ Schweighardt,Mass.-Lowell,D,So,33,1,3,4,0.1212,8,39,0,0,0,-10,55,0,0,,,,,,,
,Mitch Andres,Robert Morris,D,Gr,33,0,4,4,0.1212,35,21,0,0,0,-13,84,0,0,,,,,,,
,Michael Hodge,Holy Cross,F,Jr,33,0,4,4,0.1212,18,27,0,0,0,2,5,0,1,0,,,,,,
,Connor Sweeney,New Hampshire,F,Jr,32,0,4,4,0.125,8,20,0,0,0,-2,17,5,14,26.3,,,,,,
,Lauri Raiman,Michigan Tech,F,Fr,32,2,2,4,0.125,4,40,0,0,0,-13,5,0,0,,,,,,,
,Ryan Sorkin,Dartmouth,F,Sr,31,1,3,4,0.129,32,36,0,0,0,-10,23,1,3,25,,,,,,
,Matthew Staudacher,Northeastern,D,Gr,31,2,2,4,0.129,8,21,0,0,0,-9,31,0,0,,,,,,,
,Jack Perbix,Northern Michigan,F,Fr,31,1,3,4,0.129,35,34,0,0,0,-8,12,63,76,45.3,,,,,,
,Niko Rexine,Colgate,F,Fr,31,2,2,4,0.129,4,22,0,0,0,-7,3,6,3,66.7,,,,,,
,Henry Wagner,Yale,F,Sr,30,1,3,4,0.1333,10,34,0,0,0,-5,16,0,3,0,,,,,,
,Alex Peterson,Mass.-Lowell,F,Gr,30,1,3,4,0.1333,16,34,1,0,0,-10,15,98,80,55.1,,,,,,
,Jayden Sison,Princeton,D,So,30,0,4,4,0.1333,19,25,0,0,0,-5,29,1,0,100,,,,,,
,Riley Bodnarchuk,Minnesota-Duluth,D,So,30,2,2,4,0.1333,6,19,0,0,0,3,32,0,0,,,,,,,
,Riley Wallack,Long Island,F,So,30,2,2,4,0.1333,8,48,0,1,0,-8,20,253,214,54.2,,,,,,
,Alexander Tertyshny,Stonehill,D,So,30,0,4,4,0.1333,16,22,0,0,0,-23,41,0,0,,,,,,,
