Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,,,,,,
,Tyler Watkins,Union,F,Sr,36,8,8,16,0.4444,4,67,0,0,0,-1,12,2,6,25,,,,,,
,Henri Schreifels,Stonehill,F,Sr,36,8,8,16,0.4444,28,79,0,3,0,-27,13,38,78,32.8,,,,,,
,Spencer Kersten,Bowling Green,F,Gr,36,9,7,16,0.4444,8,83,1,3,0,-8,31,202,180,52.9,,,,,,
,Andrew Lucas,Connecticut,D,Sr,36,5,11,16,0.4444,16,76,3,2,0,3,23,0,0,,,,,,,
,Quinn Finley,Wisconsin,F,Fr,36,10,6,16,0.4444,16,73,2,0,0,3,18,0,0,,,,,,,
,Simon Mack,Penn State,D,Jr,36,4,12,16,0.4444,0,47,0,0,0,3,42,0,0,,,,,,,
,Tanner Palocsik,Penn State,D,Gr,36,2,14,16,0.4444,8,57,1,0,0,-1,19,0,1,0,,,,,,
,Luke Reid,New Hampshire,D,Sr,36,1,15,16,0.4444,18,59,0,0,0,5,49,0,0,,,,,,,
,Justin Janicke,Notre Dame,F,Jr,36,4,12,16,0.4444,47,59,2,1,0,-2,15,0,0,,,,,,,
,Chase Davis,Bentley,F,Fr,35,8,8,16,0.4571,18,60,1,4,0,-5,23,212,192,52.5,,,,,,
,Riley Duran,Providence,F,Jr,35,9,7,16,0.4571,18,101,1,3,0,2,21,48,49,49.5,,,,,,
,Xander Lamppa,Penn State,F,Sr,35,3,13,16,0.4571,40,85,0,0,0,-3,14,313,266,54.1,,,,,,
,Jason Brancheau,Ferris State,F,Sr,35,9,7,16,0.4571,16,60,2,2,0,-9,12,0,2,0,,,,,,
,Arnaud Vachon,Augustana,F,Gr,34,8,8,16,0.4706,27,68,3,0,0,-4,31,322,351,47.8,,,,,,
,Eric Ciccolini,Clarkson,F,Sr,34,8,8,16,0.4706,28,83,1,2,0,3,22,3,4,42.9,,,,,,
,Paul Fischer,Notre Dame,D,Fr,34,2,14,16,0.4706,30,43,0,0,0,-3,44,0,0,,,,,,,
,Barrett Hall,St. Cloud State,F,Fr,33,8,8,16,0.4848,16,60,0,4,0,-5,16,61,74,45.2,,,,,,
,Robert Cronin,New Hampshire,F,Jr,33,4,12,16,0.4848,14,38,0,0,0,1,12,113,103,52.3,,,,,,
,Chase Foley,Colorado College,D,Sr,32,2,14,16,0.5,6,41,0,1,0,0,25,0,0,,,,,,,
,Cam Johnson,Harvard,F,Fr,32,4,12,16,0.5,4,47,0,0,0,1,12,2,1,66.7,,,,,,
,Porter Schachle,Alaska-Anchorage,F,Sr,32,8,8,16,0.5,41,59,2,2,0,-4,5,40,24,62.5,,,,,,
,Trevor Janicke,Notre Dame,F,Gr,32,9,7,16,0.5,16,82,1,1,1,6,11,36,52,40.9,,,,,,
,Cam Thiesing,Ohio State,F,Jr,31,9,7,16,0.5161,55,111,1,3,0,-9,13,9,15,37.5,,,,,,
,Aiden Westin,Alaska-Anchorage,F,Fr,29,7,9,16,0.5517,17,35,2,0,0,1,9,79,81,49.4,,,,,,
,Jake Southgate,Lindenwood,F,Fr,28,7,9,16,0.5714,6,44,0,2,2,-3,11,1,3,25,,,,,,
,David Gagnon,Lindenwood,F,Jr,28,8,8,16,0.5714,25,78,1,1,0,-8,9,124,155,44.4,,,,,,
,Ryan Taylor,Clarkson,F,So,24,10,6,16,0.6667,4,55,3,1,0,5,12,2,3,40,,,,,,
475,Aidan Hreschuk,Boston College,D,Jr,41,2,13,15,0.3659,32,38,0,0,0,21,88,0,0,,,,,,,
,Kirby Proctor,Omaha,D,Gr,40,7,8,15,0.375,8,41,1,0,0,8,25,0,0,,,,,,,
,Jesse Lansdell,Omaha,F,Gr,39,3,12,15,0.3846,74,36,1,1,0,1,17,4,4,50,,,,,,
,Jimmy Glynn,Omaha,F,Sr,39,9,6,15,0.3846,14,43,3,2,0,-11,15,214,209,50.6,,,,,,
,Mason McCormick,Air Force,F,So,38,6,9,15,0.3947,44,84,2,2,1,-7,22,290,247,54,,,,,,
,Patrick Guzzo,Ohio State,F,Sr,38,8,7,15,0.3947,15,77,0,5,0,-2,39,391,329,54.3,,,,,,
,Oliver Tarr,Canisius,F,So,37,7,8,15,0.4054,23,61,0,5,0,2,15,0,0,,,,,,,
,Ben Poisson,Maine,F,Gr,37,6,9,15,0.4054,21,94,1,3,1,0,13,9,12,42.9,,,,,,
,Luc Laylin,St. Thomas,F,So,37,9,6,15,0.4054,6,76,1,3,0,-11,20,9,12,42.9,,,,,,
,Aiden Dubinsky,Minnesota-Duluth,D,So,37,3,12,15,0.4054,20,34,1,1,0,-12,43,0,0,,,,,,,
,Evan Bushy,Lake Superior,D,Fr,37,1,14,15,0.4054,18,51,0,0,0,7,37,0,1,0,,,,,,
,Kirklan Irey,Bemidji State,F,So,37,8,7,15,0.4054,22,60,2,0,0,4,14,25,35,41.7,,,,,,
,Ryan O'Reilly,Arizona State,F,Sr,37,9,6,15,0.4054,18,61,1,0,1,10,15,1,2,33.3,,,,,,
,Jack Seymour,Holy Cross,F,So,37,5,10,15,0.4054,25,49,1,0,0,5,14,8,1,88.9,,,,,,
,Josh Nodler,Bowling Green,F,Gr,36,5,10,15,0.4167,8,73,0,2,0,-22,14,297,215,58,,,,,,
,Hunter Sansbury,Sacred Heart,D,Jr,36,5,10,15,0.4167,37,75,2,0,0,-16,102,1,0,100,,,,,,
,Jak Vaarwerk,Mass.-Lowell,F,Fr,36,5,10,15,0.4167,28,49,0,0,0,-1,22,261,248,51.3,,,,,,
,Bret Link,Colorado College,F,Fr,35,4,11,15,0.4286,6,53,1,0,0,8,15,3,4,42.9,,,,,,
,Jack O'Leary,Cornell,F,Jr,35,7,8,15,0.4286,12,43,1,0,0,15,12,2,7,22.2,,,,,,
,Matthew Perkins,Minnesota-Duluth,F,Fr,35,6,9,15,0.4286,12,44,1,2,0,-12,9,169,249,40.4,,,,,,
,Mason Nevers,Minnesota,F,Sr,35,3,12,15,0.4286,12,34,0,0,0,16,21,0,1,0,,,,,,
,Kyle Haskins,Canisius,F,Sr,35,4,11,15,0.4286,10,85,1,0,0,-6,38,229,273,45.6,,,,,,
,Logan Ganie,Robert Morris,F,Gr,35,6,9,15,0.4286,6,66,1,0,0,-13,31,255,349,42.2,,,,,,
,Brody Waters,Bowling Green,F,Fr,34,6,9,15,0.4412,25,43,0,2,0,-8,19,0,1,0,,,,,,
,Carter Batchelder,Lake Superior,F,Fr,34,8,7,15,0.4412,14,53,0,2,0,-6,11,132,175,43,,,,,,
,Kaleb Ergang,Ferris State,F,Jr,34,6,9,15,0.4412,10,51,1,0,0,-8,3,0,0,,,,,,,
,William Gilson,Alaska-Anchorage,D,So,34,3,12,15,0.4412,67,82,0,0,0,4,38,0,0,,,,,,,
,Brett Pfoh,Bowling Green,F,So,34,9,6,15,0.4412,28,62,3,1,0,-3,17,5,5,50,,,,,,
,A.J. Macaulay,Alaska,D,So,34,5,10,15,0.4412,14,44,3,3,0,9,39,0,0,,,,,,,
,Pierson Brandon,Colgate,D,Sr,34,5,10,15,0.4412,37,79,0,2,0,10,57,0,0,,,,,,,
,Brandon Holt,Maine,D,So,33,4,11,15,0.4545,18,60,0,0,1,10,30,0,0,,,,,,,
,Jonny Sorenson,Alaska,F,Gr,33,8,7,15,0.4545,33,68,1,3,1,2,16,2,1,66.7,,,,,,
,Ben MacDonald,Harvard,F,Fr,32,5,10,15,0.4688,36,66,1,3,0,-10,12,56,89,38.6,,,,,,
,Nolan Welsh,Long Island,F,Sr,32,6,9,15,0.4688,21,42,0,3,2,1,13,243,221,52.4,,,,,,
,Austin Brimmer,Long Island,F,So,32,7,8,15,0.4688,12,54,1,4,0,-7,14,0,1,0,,,,,,
,Michael Callow,Harvard,F,Fr,32,3,12,15,0.4688,0,45,0,1,0,1,11,1,2,33.3,,,,,,
,Keanan Stewart,Mercyhurst,F,Sr,31,10,5,15,0.4839,10,53,0,3,0,-6,13,13,8,61.9,,,,,,
,Michael Citara,Merrimack,F,Sr,31,6,9,15,0.4839,6,62,0,1,0,-2,15,1,2,33.3,,,,,,
,Kyler Head,Mercyhurst,F,Sr,30,6,9,15,0.5,36,49,0,3,0,-14,17,0,2,0,,,,,,
,Cody Monds,Clarkson,F,Sr,30,7,8,15,0.5,21,35,2,1,0,-7,5,0,0,,,,,,,
,Alex Pineau,Brown,D,Fr,30,7,8,15,0.5,20,80,0,4,0,-20,63,0,0,,,,,,,
,A.J. Hodges,Bentley,F,Sr,29,6,9,15,0.5172,2,57,1,2,0,-1,4,83,100,45.4,,,,,,
,Ethan Zielke,Lindenwood,F,Fr,28,7,8,15,0.5357,18,47,1,2,0,-9,17,199,174,53.4,,,,,,
,Briggs Gammill,Yale,F,Jr,28,8,7,15,0.5357,24,66,0,1,1,0,16,1,3,25,,,,,,
,Jaroslav Chmelar,Providence,F,So,26,5,10,15,0.5769,29,53,0,0,0,7,11,0,0,,,,,,,
,Griffin Loughran,Canisius,F,Sr,21,6,9,15,0.7143,78,52,2,2,0,-6,9,5,2,71.4,,,,,,
,Jack Harvey,Boston University,F,Fr,20,7,8,15,0.75,4,50,1,0,0,14,8,0,1,0,,,,,,
522,Connor Caponi,Denver,F,Sr,44,5,9,14,0.3182,26,36,0,0,0,4,22,90,124,42.1,,,,,,
,Josh Eernisse,Michigan,F,Fr,41,8,6,14,0.3415,45,85,0,0,0,-5,24,7,18,28,,,,,,
,Jed Pietila,Michigan Tech,D,Sr,40,2,12,14,0.35,26,51,0,0,0,7,43,0,0,,,,,,,
,Logan Britt,North Dakota,D,Gr,40,7,7,14,0.35,10,46,0,0,0,13,55,0,0,,,,,,,
,Jacob Bengtsson,Boston College,D,Sr,40,3,11,14,0.35,18,29,1,0,0,21,53,0,0,,,,,,,
,Victor Czerneckianair,Quinnipiac,F,So,39,7,7,14,0.359,12,53,1,0,0,12,16,174,143,54.9,,,,,,
,Olivier Gauthier,Niagara,F,Sr,39,4,10,14,0.359,33,66,0,0,1,-9,18,1,2,33.3,,,,,,
,Ty Naaykens,St. Lawrence,F,Jr,39,7,7,14,0.359,45,60,0,0,1,-11,34,12,34,26.1,,,,,,
,Jack Horbach,Wisconsin,F,So,38,6,8,14,0.3684,26,47,0,0,0,15,20,0,0,,,,,,,
,Dalton Messina,Ohio State,F,Gr,38,6,8,14,0.3684,20,56,0,0,3,-10,16,214,232,48,,,,,,
,Holt Oliphant,Air Force,F,So,38,10,4,14,0.3684,10,55,2,2,0,-6,23,6,4,60,,,,,,
,Cade Townend,Robert Morris,D,Gr,38,4,10,14,0.3684,26,76,0,2,1,-6,41,0,0,,,,,,,
,McKay Hayes,Robert Morris,F,Fr,38,6,8,14,0.3684,35,57,0,3,0,-4,14,6,16,27.3,,,,,,
,Jack Peart,St. Cloud State,D,Jr,38,3,11,14,0.3684,18,65,0,0,0,-4,49,0,0,,,,,,,
,Stanley Cooley,Colorado College,F,Jr,37,5,9,14,0.3784,14,57,1,0,0,1,19,308,272,53.1,,,,,,
,Ross Roloson,Lake Superior,D,Fr,37,4,10,14,0.3784,4,41,0,0,0,4,40,0,0,,,,,,,
,Cameron Garvey,Robert Morris,F,Fr,37,11,3,14,0.3784,19,60,3,0,0,0,37,183,186,49.6,,,,,,
,Alex Gagne,New Hampshire,D,Jr,36,1,13,14,0.3889,24,50,0,0,0,13,70,3,3,50,,,,,,
,Jaden Grant,Bowling Green,F,So,36,3,11,14,0.3889,14,43,0,1,0,-4,15,223,218,50.6,,,,,,
,Jake Percival,Connecticut,F,So,36,7,7,14,0.3889,18,62,1,0,0,5,37,0,4,0,,,,,,
,Dylan Lugris,Penn State,F,Jr,36,8,6,14,0.3889,4,67,1,3,0,-6,11,2,2,50,,,,,,
,Tyrone Bronte,Michigan Tech,F,Sr,35,6,8,14,0.4,23,46,0,1,0,0,13,14,15,48.3,,,,,,
,Graham Gamache,Providence,F,Fr,35,6,8,14,0.4,8,68,1,1,0,1,14,78,72,52,,,,,,
,Marty Lavins,New Hampshire,F,Fr,35,5,9,14,0.4,28,65,0,0,0,5,41,205,215,48.8,,,,,,
,Joey Muldowney,Connecticut,F,Fr,35,5,9,14,0.4,12,74,1,0,0,-7,14,0,1,0,,,,,,
,Timofei Spitserov,Vermont,F,Jr,35,7,7,14,0.4,6,73,1,2,0,-11,9,0,0,,,,,,,
,Nick DeSantis,Cornell,F,So,35,8,6,14,0.4,30,46,1,1,0,16,16,0,0,,,,,,,
,Jesse Tucker,Clarkson,F,Jr,34,4,10,14,0.4118,28,30,1,1,0,4,14,228,180,55.9,,,,,,
,Brandon Koch,Minnesota State,D,Gr,34,1,13,14,0.4118,18,60,0,0,0,4,30,0,0,,,,,,,
,Connor Marritt,Alaska-Anchorage,F,So,33,7,7,14,0.4242,7,51,2,0,1,6,22,1,3,25,,,,,,
,Mike Koster,Minnesota,D,Sr,33,2,12,14,0.4242,4,50,1,1,0,1,46,0,0,,,,,,,
,Andrew DeCarlo,Air Force,F,Jr,32,5,9,14,0.4375,12,43,1,1,0,-4,16,169,169,50,,,,,,
,Harrison Blaisdell,New Hampshire,F,Gr,32,11,3,14,0.4375,6,45,2,1,1,5,23,101,121,45.5,,,,,,
,Stiven Sardarian,New Hampshire,F,So,32,7,7,14,0.4375,12,48,2,3,0,-4,1,0,0,,,,,,,
,Hayden Hennen,Augustana,D,Fr,32,4,10,14,0.4375,10,64,0,2,0,-8,53,0,2,0,,,,,,
,Caleb MacDonald,Alaska,D,Fr,31,4,10,14,0.4516,38,38,0,1,0,13,28,0,0,,,,,,,
,Philip Waugh,Mercyhurst,D,Sr,31,10,4,14,0.4516,32,69,3,3,0,2,43,0,1,0,,,,,,
,Chase Dafoe,Alaska,F,Jr,31,7,7,14,0.4516,54,38,0,3,1,4,19,177,183,49.2,,,,,,
,Chris Theodore,Vermont,F,Gr,30,8,6,14,0.4667,0,44,2,4,0,-9,6,0,0,,,,,,,
,Greg Japchen,Stonehill,D,So,30,3,11,14,0.4667,10,44,0,1,0,-30,76,0,0,,,,,,,
,Jake Gagnon,RPI,F,Sr,30,8,6,14,0.4667,8,60,1,2,1,-10,8,1,0,100,,,,,,
,Dans Locmelis,Massachusetts,F,Fr,30,7,7,14,0.4667,4,52,1,1,0,7,7,210,172,55,,,,,,
,Uula Ruikka,Augustana,D,Sr,29,5,9,14,0.4828,30,82,1,3,0,-6,21,0,0,,,,,,,
,Ian Carpentier,Yale,F,Sr,26,8,6,14,0.5385,8,63,2,2,0,-5,6,0,2,0,,,,,,
566,Jacob Guevin,Omaha,D,So,40,3,10,13,0.325,20,61,0,1,0,-9,27,1,1,50,,,,,,
,Luke Johnson,Robert Morris,D,Gr,39,2,11,13,0.3333,10,41,0,2,0,-22,32,0,0,,,,,,,
,Mitch Wolfe,Bemidji State,D,So,38,1,12,13,0.3421,14,45,1,0,0,15,57,0,0,,,,,,,
,Nate Schweitzer,Lake Superior,D,Jr,38,3,10,13,0.3421,24,56,0,1,0,-3,29,0,1,0,,,,,,
,John Gelatt,Holy Cross,F,Jr,38,6,7,13,0.3421,20,70,0,0,1,-7,24,144,147,49.5,,,,,,
,Luke Manning,St. Thomas,F,Gr,37,7,6,13,0.3514,14,89,0,2,0,-4,17,336,277,54.8,,,,,,
,Brent Johnson,Ohio State,D,Jr,37,5,8,13,0.3514,8,50,1,1,0,-1,64,0,0,,,,,,,
,Max Smolinski,RPI,D,So,37,2,11,13,0.3514,50,55,0,1,0,-6,34,0,0,,,,,,,
,Dean Schwenninger,Stonehill,F,So,36,4,9,13,0.3611,32,52,0,2,0,-21,17,361,349,50.8,,,,,,
,Dylan Gratton,Penn State,D,So,36,3,10,13,0.3611,2,64,0,0,0,1,63,0,0,,,,,,,
,Reid Irwin,Colgate,D,Jr,36,3,10,13,0.3611,24,68,2,1,0,5,41,0,0,,,,,,,
,Kieran Cebrian,Denver,F,Fr,36,3,10,13,0.3611,14,39,0,0,1,12,23,272,221,55.2,,,,,,
,Brennan Ali,Notre Dame,F,Fr,36,3,10,13,0.3611,4,53,0,0,0,3,7,0,1,0,,,,,,
,Anthony Cipollone,Quinnipiac,F,So,36,7,6,13,0.3611,2,31,0,0,0,13,7,1,1,50,,,,,,
,Anthony Dowd,Arizona State,D,Fr,36,3,10,13,0.3611,12,58,1,0,0,-1,18,0,0,,,,,,,
,Carter Korpi,Union,F,So,35,10,3,13,0.3714,36,45,2,0,3,6,23,8,18,30.8,,,,,,
,Tyler Mahan,RIT,F,So,35,6,7,13,0.3714,16,44,1,0,1,10,17,0,0,,,,,,,
,Sam Duerr,Bentley,D,Jr,35,6,7,13,0.3714,12,70,2,3,0,-11,34,0,0,,,,,,,
,Ryan Sullivan,Colgate,F,Fr,35,6,7,13,0.3714,16,56,1,0,1,6,13,2,8,20,,,,,,
,Dante Fantauzzi,Sacred Heart,D,Sr,35,2,11,13,0.3714,32,38,0,0,0,1,57,0,0,,,,,,,
,Arvid Caderoth,Michigan Tech,F,Sr,35,7,6,13,0.3714,14,62,2,3,0,-8,21,329,269,55,,,,,,
,Jan Lasak,St. Lawrence,F,So,35,6,7,13,0.3714,2,48,1,2,1,-3,24,3,6,33.3,,,,,,
,Erik Urbank,Canisius,F,Gr,34,4,9,13,0.3824,37,52,0,0,2,2,15,3,3,50,,,,,,
,Adam Tisdale,Alaska-Anchorage,F,Gr,34,5,8,13,0.3824,4,45,1,0,0,-6,11,188,193,49.3,,,,,,
,Nick Rhéaume,Mass.-Lowell,F,So,34,9,4,13,0.3824,32,69,2,2,0,-12,25,3,8,27.3,,,,,,
,Brett Bamber,Alaska-Anchorage,D,So,34,4,9,13,0.3824,17,72,1,1,0,8,39,0,0,,,,,,,
,Jake Kraft,Cornell,F,Fr,34,4,9,13,0.3824,2,47,1,0,0,6,13,2,0,100,,,,,,
,Trey Funk,Canisius,F,Fr,34,7,6,13,0.3824,6,50,0,0,0,-2,19,162,197,45.1,,,,,,
,Matt Crasa,Mass.-Lowell,F,Jr,34,8,5,13,0.3824,16,69,1,2,0,-3,12,2,4,33.3,,,,,,
,Connor Eddy,Northern Michigan,F,So,34,7,6,13,0.3824,40,55,3,0,1,-6,20,169,200,45.8,,,,,,
,Jackson Niedermayer,Arizona State,F,Jr,33,9,4,13,0.3939,10,62,0,1,0,13,5,0,1,0,,,,,,
,Ty Gagno,Holy Cross,F,Fr,33,3,10,13,0.3939,16,64,0,0,0,7,46,227,207,52.3,,,,,,
,Casey Severo,Harvard,F,So,32,8,5,13,0.4063,6,35,0,0,0,-3,16,231,265,46.6,,,,,,
,Patrick Geary,Michigan State,D,Fr,32,5,8,13,0.4063,30,38,1,0,1,1,25,0,0,,,,,,,
,David Melaragni,Canisius,D,Gr,32,2,11,13,0.4063,16,56,0,1,0,2,42,1,0,100,,,,,,
,Cam MacDonald,Dartmouth,F,So,31,4,9,13,0.4194,8,49,1,2,0,4,15,0,1,0,,,,,,
,Matt Koethe,Alaska,F,Jr,31,3,10,13,0.4194,10,45,0,0,0,6,3,0,0,,,,,,,
,Tyler Rubin,Princeton,D,So,30,4,9,13,0.4333,22,38,1,1,0,2,33,0,0,,,,,,,
,Austen May,Providence,D,So,30,4,9,13,0.4333,4,68,1,2,0,4,20,0,1,0,,,,,,
,Matt Allen,Alaska-Anchorage,F,Sr,30,6,7,13,0.4333,4,63,1,1,0,1,15,6,3,66.7,,,,,,
,Mac Welsher,Merrimack,F,Gr,30,4,9,13,0.4333,18,48,3,0,0,2,15,132,156,45.8,,,,,,
,Chase Dubois,Alaska,F,Jr,30,6,7,13,0.4333,19,44,2,2,0,7,2,1,0,100,,,,,,
,Ryan Conroy,Yale,D,Sr,30,2,11,13,0.4333,26,39,1,0,0,-1,52,0,0,,,,,,,
,Brett Meerman,Augustana,F,Fr,29,3,10,13,0.4483,2,37,0,1,0,-7,12,0,0,,,,,,,
,"Jimmy Dowd, Jr.",Penn State,D,Sr,28,2,11,13,0.4643,26,54,0,0,0,-1,25,0,0,,,,,,,
,Ben Troumbly,Augustana,F,So,28,5,8,13,0.4643,14,31,0,0,0,-9,23,2,4,33.3,,,,,,
,Trent Sambrook,Mercyhurst,D,Fr,28,3,10,13,0.4643,14,29,0,1,0,-2,32,0,1,0,,,,,,
,Seth Fyten,Bowling Green,F,Sr,26,7,6,13,0.5,37,42,1,3,1,3,15,0,2,0,,,,,,
,Alex Murray,Niagara,D,Sr,22,1,12,13,0.5909,10,35,0,1,0,-2,22,0,0,,,,,,,
615,Ben Strinden,North Dakota,F,So,39,6,6,12,0.3077,18,56,0,0,1,6,15,55,72,43.3,,,,,,
,Tim Washe,Western Michigan,F,Sr,38,2,10,12,0.3158,27,59,1,2,0,-5,15,423,282,60,,,,,,
,Ethan Gauer,St. Thomas,D,Sr,37,0,12,12,0.3243,26,48,0,0,0,-8,46,1,1,50,,,,,,
,Josef Mysak,Niagara,D,Sr,37,2,10,12,0.3243,28,48,1,1,0,-6,51,0,0,,,,,,,
,Jack Millar,Colorado College,D,Sr,37,4,8,12,0.3243,24,60,1,0,0,-1,63,0,0,,,,,,,
,Kienan Draper,Michigan,F,So,37,4,8,12,0.3243,24,35,1,0,1,4,25,109,117,48.2,,,,,,
,Isac Jonsson,Mass.-Lowell,D,Jr,36,3,9,12,0.3333,2,62,0,2,0,-15,39,0,0,,,,,,,
,George Krotiris,Robert Morris,F,Fr,36,6,6,12,0.3333,19,72,0,0,0,-8,4,45,49,47.9,,,,,,
,Kash Rasmussen,Michigan Tech,F,So,35,3,9,12,0.3429,9,52,0,1,0,4,11,74,84,46.8,,,,,,
,Maddox Fleming,Notre Dame,F,Fr,35,3,9,12,0.3429,8,40,0,2,0,-7,13,1,0,100,,,,,,
,Will Zapernick,Vermont,F,Sr,35,3,9,12,0.3429,14,66,0,1,0,-4,37,24,59,28.9,,,,,,
,Kristaps Skrastins,New Hampshire,F,So,35,5,7,12,0.3429,4,67,1,0,0,3,18,27,23,54,,,,,,
,Connor Kelley,Providence,D,Sr,34,1,11,12,0.3529,12,29,0,0,0,7,43,0,0,,,,,,,
,Tristan Sarsland,Clarkson,D,So,34,5,7,12,0.3529,14,57,1,1,0,8,25,1,0,100,,,,,,
,Jack Smith,Minnesota-Duluth,F,So,34,3,9,12,0.3529,12,29,0,0,0,0,11,189,271,41.1,,,,,,
,Michael Colella,Northern Michigan,F,Jr,34,7,5,12,0.3529,6,58,0,1,2,-7,18,7,5,58.3,,,,,,
,Ryan Tattle,Connecticut,F,So,34,4,8,12,0.3529,22,53,0,0,0,-8,11,74,79,48.4,,,,,,
,Zach Faremouth,Ferris State,F,Jr,34,6,6,12,0.3529,24,55,0,2,0,-3,20,272,217,55.6,,,,,,
,Brendan Gibbons,Air Force,F,Fr,34,7,5,12,0.3529,14,46,2,1,0,-7,9,0,1,0,,,,,,
,Jackson Dorrington,Northeastern,D,So,33,6,6,12,0.3636,6,49,1,0,0,15,49,0,0,,,,,,,
,Dillan Bentley,Mass.-Lowell,F,So,32,4,8,12,0.375,12,57,0,3,0,-11,14,221,193,53.4,,,,,,
,Jamie Armstrong,Boston College,F,Gr,32,5,7,12,0.375,17,34,1,0,1,4,12,1,3,25,,,,,,
,John Beaton,RPI,F,Sr,32,4,8,12,0.375,2,39,0,2,0,-22,13,127,149,46,,,,,,
,Ralfs Bergmanis,Vermont,D,So,32,2,10,12,0.375,60,49,1,0,0,-1,25,0,0,,,,,,,
,Emerson Goode,Ferris State,F,Fr,32,7,5,12,0.375,24,75,1,0,0,3,7,1,0,100,,,,,,
,Joe Molenaar,St. Cloud State,F,Sr,32,8,4,12,0.375,19,69,2,0,0,4,18,0,0,,,,,,,
,Massimo Lombardi,Vermont,F,So,32,5,7,12,0.375,17,47,2,0,0,3,6,107,132,44.8,,,,,,
,Owen Bohn,Augustana,F,Fr,31,6,6,12,0.3871,18,51,2,3,0,1,25,0,0,,,,,,,
,Valtteri Piironen,Long Island,D,So,31,3,9,12,0.3871,18,42,0,1,0,-3,65,0,0,,,,,,,
,Daniel Ebrahim,Sacred Heart,F,Jr,31,9,3,12,0.3871,19,78,1,2,0,-4,10,0,2,0,,,,,,
,Chase Brand,Augustana,F,Gr,30,5,7,12,0.4,15,36,0,3,1,-12,17,47,77,37.9,,,,,,
,David Andreychuk,Yale,F,Fr,30,3,9,12,0.4,14,39,0,0,0,-10,11,92,97,48.7,,,,,,
,Arlo Merritt,Bentley,F,So,30,6,6,12,0.4,4,53,1,0,0,-3,13,161,157,50.6,,,,,,
,Matt Vermaeten,Canisius,F,Jr,30,7,5,12,0.4,20,64,1,1,3,0,20,92,121,43.2,,,,,,
,Quinn Rudrud,Augustana,F,So,29,5,7,12,0.4138,12,53,0,2,0,-5,8,1,0,100,,,,,,
,Matt Choupani,Northeastern,F,Jr,28,3,9,12,0.4286,8,53,0,0,0,-1,14,0,2,0,,,,,,
,Niklas Allain,Yale,F,Sr,28,6,6,12,0.4286,27,38,0,1,1,0,15,239,256,48.3,,,,,,
,Ryan Coughlin,Mercyhurst,F,So,27,5,7,12,0.4444,8,37,0,0,0,-1,20,85,165,34,,,,,,
,Noah Carlin,Niagara,D,Jr,27,3,9,12,0.4444,10,42,1,0,0,3,43,0,0,,,,,,,
,Kyle Kukkonen,Michigan Tech,F,So,27,1,11,12,0.4444,18,71,0,0,0,-4,16,0,0,,,,,,,
,Ryan Upson,Bentley,F,So,27,6,6,12,0.4444,8,39,0,1,0,5,10,3,2,60,,,,,,
,Samuli Niinisaari,Massachusetts,D,Sr,27,3,9,12,0.4444,4,36,1,0,0,2,54,0,0,,,,,,,
,Ethan Scardina,Bowling Green,F,Sr,26,6,6,12,0.4615,22,49,2,1,0,-4,6,194,178,52.2,,,,,,
,Ben Meehan,Mass.-Lowell,D,Sr,25,1,11,12,0.48,31,47,0,1,0,-5,29,1,0,100,,,,,,
,Nik Armstrong-Kingkade,Bentley,F,Sr,24,7,5,12,0.5,25,58,2,2,0,2,11,1,4,20,,,,,,
,Isak Walther,Vermont,F,Jr,24,5,7,12,0.5,6,36,0,0,0,10,8,0,0,,,,,,,
,Zachary Nazzarett,Long Island,F,Sr,19,3,9,12,0.6316,4,30,2,1,0,1,3,1,0,100,,,,,,
662,Daniel Laatsch,Wisconsin,D,Jr,40,2,9,11,0.275,6,51,1,0,0,17,64,0,0,,,,,,,
,Iivari Rasanen,Quinnipiac,D,Sr,39,4,7,11,0.2821,16,66,0,1,0,25,55,0,0,,,,,,,
,Jimmy Clark,Minnesota,F,Fr,39,5,6,11,0.2821,4,59,1,0,0,5,13,176,159,52.5,,,,,,
,Thomas Weis,Ohio State,F,Fr,37,4,7,11,0.2973,33,48,0,2,0,-3,18,0,2,0,,,,,,
,Connor Mylymok,Niagara,F,Sr,37,6,5,11,0.2973,61,64,0,0,0,-1,17,4,2,66.7,,,,,,
,Quinn Emerson,Bowling Green,F,So,36,5,6,11,0.3056,10,53,1,0,0,1,19,17,29,37,,,,,,
,Brandon Santa Juana,Bowling Green,F,Fr,36,2,9,11,0.3056,16,33,0,0,0,-11,13,1,2,33.3,,,,,,
,Jake Schmaltz,North Dakota,F,Jr,36,1,10,11,0.3056,13,49,0,0,0,3,16,144,157,47.8,,,,,,
,Tom Messineo,Connecticut,D,So,36,0,11,11,0.3056,2,30,0,0,0,8,52,1,1,50,,,,,,
,Garrett Horsager,Bentley,D,Fr,35,2,9,11,0.3143,12,36,0,1,0,12,59,0,1,0,,,,,,
,Tristan Fraser,Connecticut,F,So,35,7,4,11,0.3143,33,27,1,0,0,-1,13,89,111,44.5,,,,,,
,Ben Raymond,Colgate,F,Jr,35,4,7,11,0.3143,6,48,0,0,1,2,9,2,1,66.7,,,,,,
,Vince Corcoran,Bemidji State,D,So,34,2,9,11,0.3235,14,32,0,1,0,-14,19,0,0,,,,,,,
