Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,Season,Pos_Group,PtGm_pct,G_pct,A_pct,Shots_pct,PPG_pct,SHG_pct,+/-_pct,Blk_pct,FO_pct,Elite
George Grannis,Clarkson,F,Jr,30.0,2.0,1.0,3.0,0.1,12.0,23.0,1.0,0.0,0.0,-4.0,8.0,0.0,1.0,0.0,2023-24,F,11.30952380952381,28.125,13.095238095238097,24.553571428571427,26.884920634920633,42.410714285714285,32.39087301587302,32.88690476190476,6.760048721071864,False
Charlie Strobel,Minnesota,F,So,29.0,2.0,1.0,3.0,0.1034,17.0,21.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,,2023-24,F,12.003968253968255,28.125,13.095238095238097,22.321428571428573,26.884920634920633,42.410714285714285,62.5,52.976190476190474,,False
Kevin Scott,RIT,D,Fr,29.0,0.0,3.0,3.0,0.1034,19.0,23.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,,2023-24,D,22.021660649819495,16.335740072202164,33.12274368231047,34.65703971119133,37.274368231046935,47.92418772563177,69.94584837545126,14.801444043321299,,False
Lachlan Getz,Michigan Tech,D,Fr,28.0,1.0,2.0,3.0,0.1071,8.0,30.0,0.0,0.0,0.0,-3.0,34.0,1.0,1.0,50.0,2023-24,D,22.563176895306857,41.7870036101083,25.180505415162457,46.931407942238266,37.274368231046935,47.92418772563177,32.851985559566785,61.01083032490975,60.43956043956044,False
Broten Sabo,Alaska,D,Fr,28.0,1.0,2.0,3.0,0.1071,10.0,27.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,,2023-24,D,22.563176895306857,41.7870036101083,25.180505415162457,41.60649819494584,37.274368231046935,47.92418772563177,81.85920577617328,20.75812274368231,,False
Elan Bar-Lev-Wise,Yale,F,So,28.0,1.0,2.0,3.0,0.1071,30.0,21.0,0.0,0.0,1.0,0.0,11.0,114.0,147.0,43.7,2023-24,F,12.251984126984127,18.551587301587304,21.279761904761905,22.321428571428573,26.884920634920633,90.625,56.20039682539682,48.56150793650794,39.82947624847747,False
Sean Vlasich,Army,D,So,28.0,0.0,3.0,3.0,0.1071,6.0,23.0,0.0,0.0,0.0,-10.0,39.0,0.0,0.0,,2023-24,D,22.563176895306857,16.335740072202164,33.12274368231047,34.65703971119133,37.274368231046935,47.92418772563177,10.288808664259928,68.50180505415162,,False
Lucas Kanta,Army,F,So,28.0,1.0,2.0,3.0,0.1071,8.0,42.0,0.0,0.0,0.0,-4.0,8.0,6.0,2.0,75.0,2023-24,F,12.251984126984127,18.551587301587304,21.279761904761905,45.28769841269841,26.884920634920633,42.410714285714285,32.39087301587302,32.88690476190476,93.23995127892813,False
Brenden Rons,Lindenwood,D,Gr,27.0,0.0,3.0,3.0,0.1111,18.0,21.0,0.0,0.0,0.0,-7.0,39.0,0.0,0.0,,2023-24,D,23.736462093862816,16.335740072202164,33.12274368231047,31.498194945848372,37.274368231046935,47.92418772563177,18.140794223826713,68.50180505415162,,False
Mitchell Digby,Air Force,D,Jr,27.0,2.0,1.0,3.0,0.1111,11.0,23.0,0.0,1.0,0.0,-8.0,22.0,0.0,1.0,0.0,2023-24,D,23.736462093862816,60.37906137184116,16.60649819494585,34.65703971119133,81.67870036101083,47.92418772563177,15.974729241877256,36.371841155234655,22.52747252747253,False
Ryan Drkulec,Harvard,F,Sr,27.0,1.0,2.0,3.0,0.1111,6.0,14.0,0.0,0.0,0.0,-7.0,5.0,0.0,0.0,,2023-24,F,12.599206349206348,18.551587301587304,21.279761904761905,15.228174603174601,26.884920634920633,42.410714285714285,17.807539682539684,20.33730158730159,,False
Mason Reiners,St. Cloud State,D,So,26.0,0.0,3.0,3.0,0.1154,4.0,17.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,,2023-24,D,24.90974729241877,16.335740072202164,33.12274368231047,24.368231046931406,37.274368231046935,47.92418772563177,79.51263537906136,38.71841155234657,,False
Luke Johnson,Minnesota-Duluth,F,So,26.0,1.0,2.0,3.0,0.1154,12.0,13.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,,2023-24,F,12.996031746031747,18.551587301587304,21.279761904761905,14.285714285714285,26.884920634920633,42.410714285714285,38.2936507936508,12.450396825396826,,False
Carson Albrecht,North Dakota,F,Gr,26.0,2.0,1.0,3.0,0.1154,8.0,19.0,2.0,0.0,0.0,-1.0,9.0,1.0,0.0,100.0,2023-24,F,12.996031746031747,28.125,13.095238095238097,20.188492063492063,26.884920634920633,42.410714285714285,50.09920634920635,37.648809523809526,97.01583434835567,False
Mike Cataldo,Brown,F,Fr,26.0,2.0,1.0,3.0,0.1154,8.0,22.0,0.0,1.0,0.0,-11.0,12.0,92.0,87.0,51.4,2023-24,F,12.996031746031747,28.125,13.095238095238097,23.660714285714285,60.16865079365079,42.410714285714285,7.5892857142857135,52.976190476190474,67.90499390986602,False
Jack Reimann,St. Cloud State,F,Fr,25.0,1.0,2.0,3.0,0.12,12.0,36.0,0.0,0.0,0.0,-5.0,6.0,29.0,59.0,33.0,2023-24,F,13.293650793650794,18.551587301587304,21.279761904761905,38.98809523809524,26.884920634920633,42.410714285714285,26.58730158730159,24.25595238095238,21.07186358099878,False
Mitch Deelstra,Northern Michigan,F,Gr,25.0,1.0,2.0,3.0,0.12,8.0,33.0,0.0,0.0,0.0,-2.0,8.0,25.0,20.0,55.6,2023-24,F,13.293650793650794,18.551587301587304,21.279761904761905,34.672619047619044,26.884920634920633,42.410714285714285,44.09722222222222,32.88690476190476,80.38976857490864,False
Kyler Kleven,Minnesota-Duluth,F,Jr,25.0,1.0,2.0,3.0,0.12,13.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,2023-24,F,13.293650793650794,18.551587301587304,21.279761904761905,12.847222222222221,26.884920634920633,42.410714285714285,56.20039682539682,28.720238095238095,,False
Max Wattvil,Merrimack,D,Fr,24.0,2.0,1.0,3.0,0.125,14.0,26.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,,2023-24,D,25.992779783393498,60.37906137184116,16.60649819494585,39.71119133574007,37.274368231046935,47.92418772563177,64.8014440433213,36.371841155234655,,False
Ivan Zivlak,Merrimack,D,Jr,24.0,1.0,2.0,3.0,0.125,4.0,23.0,0.0,0.0,0.0,-13.0,34.0,0.0,0.0,,2023-24,D,25.992779783393498,41.7870036101083,25.180505415162457,34.65703971119133,37.274368231046935,47.92418772563177,5.956678700361011,61.01083032490975,,False
Oliver Moberg,Clarkson,F,Fr,24.0,0.0,3.0,3.0,0.125,2.0,12.0,0.0,0.0,0.0,-5.0,17.0,97.0,116.0,45.5,2023-24,F,13.938492063492063,6.597222222222222,27.628968253968257,13.640873015873014,26.884920634920633,42.410714285714285,26.58730158730159,73.75992063492063,45.06699147381242,False
Clint Levens,Providence,F,Fr,24.0,0.0,3.0,3.0,0.125,31.0,28.0,0.0,0.0,0.0,-1.0,9.0,0.0,0.0,,2023-24,F,13.938492063492063,6.597222222222222,27.628968253968257,29.365079365079367,26.884920634920633,42.410714285714285,50.09920634920635,37.648809523809526,,False
Davis Goukler,Alaska-Anchorage,D,So,24.0,1.0,2.0,3.0,0.125,6.0,30.0,0.0,0.0,0.0,13.0,41.0,0.0,0.0,,2023-24,D,25.992779783393498,41.7870036101083,25.180505415162457,46.931407942238266,37.274368231046935,47.92418772563177,90.97472924187726,71.75090252707581,,False
Ryan Hopkins,Maine,D,Fr,24.0,1.0,2.0,3.0,0.125,8.0,20.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,2023-24,D,25.992779783393498,41.7870036101083,25.180505415162457,29.51263537906137,37.274368231046935,47.92418772563177,51.44404332129964,24.819494584837546,,False
Doug Grimes,Boston University,F,Fr,23.0,2.0,1.0,3.0,0.1304,2.0,20.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,,2023-24,F,14.682539682539684,28.125,13.095238095238097,21.13095238095238,26.884920634920633,42.410714285714285,72.91666666666666,28.720238095238095,,False
Nolan Hayes,Northeastern,D,Fr,22.0,0.0,3.0,3.0,0.1364,0.0,13.0,0.0,0.0,0.0,-1.0,24.0,0.0,0.0,,2023-24,D,29.15162454873646,16.335740072202164,33.12274368231047,19.223826714801444,37.274368231046935,47.92418772563177,44.584837545126355,40.974729241877256,,False
Carson Buydens,Princeton,F,Fr,22.0,2.0,1.0,3.0,0.1364,12.0,27.0,0.0,0.0,0.0,-10.0,4.0,3.0,6.0,33.3,2023-24,F,15.476190476190476,28.125,13.095238095238097,27.976190476190478,26.884920634920633,42.410714285714285,9.5734126984127,16.418650793650794,23.50791717417783,False
Cole Crusberg-Roseen,Western Michigan,D,Fr,22.0,0.0,3.0,3.0,0.1364,10.0,37.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,,2023-24,D,29.15162454873646,16.335740072202164,33.12274368231047,59.115523465703966,37.274368231046935,47.92418772563177,79.51263537906136,11.913357400722022,,False
Noah Ellis,Omaha,D,So,21.0,0.0,3.0,3.0,0.1429,6.0,11.0,0.0,0.0,0.0,-5.0,11.0,0.0,0.0,,2023-24,D,30.685920577617328,16.335740072202164,33.12274368231047,16.24548736462094,37.274368231046935,47.92418772563177,23.465703971119133,19.314079422382672,,False
Joey Potter,Union,D,Fr,21.0,0.0,3.0,3.0,0.1429,4.0,28.0,0.0,0.0,0.0,-1.0,6.0,0.0,0.0,,2023-24,D,30.685920577617328,16.335740072202164,33.12274368231047,43.23104693140794,37.274368231046935,47.92418772563177,44.584837545126355,11.913357400722022,,False
Owen Nolan,Army,D,So,21.0,0.0,3.0,3.0,0.1429,16.0,19.0,0.0,0.0,0.0,-2.0,12.0,0.0,0.0,,2023-24,D,30.685920577617328,16.335740072202164,33.12274368231047,27.346570397111915,37.274368231046935,47.92418772563177,38.44765342960289,20.75812274368231,,False
Jayden Davis,Notre Dame,F,Fr,21.0,2.0,1.0,3.0,0.1429,19.0,12.0,1.0,0.0,0.0,-2.0,9.0,86.0,68.0,55.8,2023-24,F,16.418650793650794,28.125,13.095238095238097,13.640873015873014,26.884920634920633,42.410714285714285,44.09722222222222,37.648809523809526,81.18148599269183,False
Easton Zueger,Army,D,Fr,21.0,1.0,2.0,3.0,0.1429,4.0,14.0,0.0,0.0,0.0,-7.0,26.0,0.0,0.0,,2023-24,D,30.685920577617328,41.7870036101083,25.180505415162457,20.216606498194945,37.274368231046935,47.92418772563177,18.140794223826713,44.94584837545126,,False
Tyler Williams,Lake Superior,F,Sr,21.0,3.0,0.0,3.0,0.1429,6.0,35.0,1.0,0.0,0.0,-9.0,1.0,0.0,1.0,0.0,2023-24,F,16.418650793650794,36.75595238095239,4.365079365079365,37.45039682539682,26.884920634920633,42.410714285714285,11.706349206349206,5.5059523809523805,6.760048721071864,False
Conor Cole,Alaska-Anchorage,F,So,20.0,0.0,3.0,3.0,0.15,14.0,14.0,0.0,0.0,0.0,-7.0,5.0,44.0,44.0,50.0,2023-24,F,17.509920634920633,6.597222222222222,27.628968253968257,15.228174603174601,26.884920634920633,42.410714285714285,17.807539682539684,20.33730158730159,61.510353227771006,False
Conor Lovett,New Hampshire,F,Jr,20.0,1.0,2.0,3.0,0.15,0.0,9.0,1.0,0.0,0.0,0.0,5.0,34.0,18.0,65.4,2023-24,F,17.509920634920633,18.551587301587304,21.279761904761905,10.119047619047619,26.884920634920633,42.410714285714285,56.20039682539682,20.33730158730159,90.37758830694276,False
Riley Stuart,Colorado College,F,Fr,19.0,1.0,2.0,3.0,0.1579,11.0,13.0,0.0,0.0,0.0,-4.0,3.0,49.0,49.0,50.0,2023-24,F,18.20436507936508,18.551587301587304,21.279761904761905,14.285714285714285,26.884920634920633,42.410714285714285,32.39087301587302,12.450396825396826,61.510353227771006,False
Ryan Davies,Stonehill,D,So,19.0,1.0,2.0,3.0,0.1579,2.0,10.0,0.0,0.0,0.0,-18.0,30.0,0.0,0.0,,2023-24,D,34.56678700361011,41.7870036101083,25.180505415162457,15.072202166064983,37.274368231046935,47.92418772563177,2.6173285198555956,53.068592057761734,,False
Chase Cheslock,St. Thomas,D,Fr,19.0,1.0,2.0,3.0,0.1579,6.0,27.0,0.0,1.0,0.0,-3.0,17.0,0.0,0.0,,2023-24,D,34.56678700361011,41.7870036101083,25.180505415162457,41.60649819494584,81.67870036101083,47.92418772563177,32.851985559566785,27.617328519855594,,False
Grayson Dietrich,American Int'l,F,So,19.0,2.0,1.0,3.0,0.1579,18.0,19.0,0.0,0.0,0.0,-1.0,4.0,0.0,1.0,0.0,2023-24,F,18.20436507936508,28.125,13.095238095238097,20.188492063492063,26.884920634920633,42.410714285714285,50.09920634920635,16.418650793650794,6.760048721071864,False
Nicolas Ardanaz,RPI,D,So,18.0,1.0,2.0,3.0,0.1667,6.0,11.0,0.0,0.0,0.0,-9.0,15.0,0.0,0.0,,2023-24,D,36.101083032490976,41.7870036101083,25.180505415162457,16.24548736462094,37.274368231046935,47.92418772563177,12.906137184115524,24.819494584837546,,False
Robert Kincaid,Canisius,D,So,18.0,2.0,1.0,3.0,0.1667,4.0,20.0,0.0,0.0,0.0,-3.0,11.0,0.0,0.0,,2023-24,D,36.101083032490976,60.37906137184116,16.60649819494585,29.51263537906137,37.274368231046935,47.92418772563177,32.851985559566785,19.314079422382672,,False
Andrew Centrella,Providence,D,Fr,18.0,0.0,3.0,3.0,0.1667,0.0,15.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,,2023-24,D,36.101083032490976,16.335740072202164,33.12274368231047,21.299638989169676,37.274368231046935,47.92418772563177,76.80505415162455,14.801444043321299,,False
Thomas Manty,Brown,F,Jr,18.0,2.0,1.0,3.0,0.1667,4.0,21.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,,2023-24,F,19.047619047619047,28.125,13.095238095238097,22.321428571428573,60.16865079365079,42.410714285714285,26.58730158730159,1.7857142857142856,,False
Dominic Schimizzi,Robert Morris,F,Fr,16.0,2.0,1.0,3.0,0.1875,10.0,23.0,1.0,0.0,0.0,-3.0,9.0,0.0,2.0,0.0,2023-24,F,21.626984126984127,28.125,13.095238095238097,24.553571428571427,26.884920634920633,42.410714285714285,38.2936507936508,37.648809523809526,6.760048721071864,False
Peter Kramer,Bentley,F,Fr,16.0,0.0,3.0,3.0,0.1875,13.0,14.0,0.0,0.0,0.0,-1.0,8.0,0.0,0.0,,2023-24,F,21.626984126984127,6.597222222222222,27.628968253968257,15.228174603174601,26.884920634920633,42.410714285714285,50.09920634920635,32.88690476190476,,False
Brendan Clark,Brown,F,Jr,16.0,0.0,3.0,3.0,0.1875,14.0,15.0,0.0,0.0,0.0,-4.0,5.0,4.0,6.0,40.0,2023-24,F,21.626984126984127,6.597222222222222,27.628968253968257,16.220238095238095,26.884920634920633,42.410714285714285,32.39087301587302,20.33730158730159,32.521315468940315,False
David Posma,Niagara,D,So,15.0,1.0,2.0,3.0,0.2,2.0,13.0,0.0,0.0,0.0,-4.0,10.0,0.0,0.0,,2023-24,D,43.682310469314075,41.7870036101083,25.180505415162457,19.223826714801444,37.274368231046935,47.92418772563177,27.617328519855594,18.050541516245488,,False
Sebastian Törnqvist,Massachusetts,D,Fr,14.0,0.0,3.0,3.0,0.2143,8.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,2023-24,D,48.104693140794225,16.335740072202164,33.12274368231047,16.24548736462094,37.274368231046935,47.92418772563177,58.30324909747292,6.227436823104693,,False
Adam Schankula,Bowling Green,F,Fr,14.0,1.0,2.0,3.0,0.2143,0.0,28.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0,2023-24,F,25.496031746031743,18.551587301587304,21.279761904761905,29.365079365079367,26.884920634920633,42.410714285714285,56.20039682539682,24.25595238095238,61.510353227771006,False
Xan Gurney,Long Island,D,So,13.0,1.0,2.0,3.0,0.2308,36.0,6.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,,2023-24,D,52.707581227436826,41.7870036101083,25.180505415162457,10.740072202166065,37.274368231046935,47.92418772563177,73.55595667870037,11.913357400722022,,False
Hudson Lambert,Canisius,D,Gr,13.0,1.0,2.0,3.0,0.2308,6.0,20.0,0.0,1.0,0.0,-5.0,29.0,0.0,0.0,,2023-24,D,52.707581227436826,41.7870036101083,25.180505415162457,29.51263537906137,81.67870036101083,47.92418772563177,23.465703971119133,50.722021660649816,,False
Tony Achille,Arizona State,F,Fr,12.0,0.0,3.0,3.0,0.25,7.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,2023-24,F,30.753968253968257,6.597222222222222,27.628968253968257,14.285714285714285,26.884920634920633,42.410714285714285,62.5,5.5059523809523805,,False
Michael Abgrall,Omaha,F,So,12.0,0.0,3.0,3.0,0.25,10.0,13.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,,2023-24,F,30.753968253968257,6.597222222222222,27.628968253968257,14.285714285714285,26.884920634920633,42.410714285714285,68.45238095238095,24.25595238095238,,False
Cam Gendron,New Hampshire,F,Sr,10.0,1.0,2.0,3.0,0.3,2.0,9.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,66.7,2023-24,F,36.557539682539684,18.551587301587304,21.279761904761905,10.119047619047619,60.16865079365079,42.410714285714285,68.45238095238095,9.077380952380953,91.41291108404384,False
Austen Swankler,Michigan Tech,F,Jr,10.0,0.0,3.0,3.0,0.3,10.0,27.0,0.0,0.0,0.0,-4.0,5.0,35.0,41.0,46.1,2023-24,F,36.557539682539684,6.597222222222222,27.628968253968257,27.976190476190478,26.884920634920633,42.410714285714285,32.39087301587302,20.33730158730159,47.198538367844094,False
Dawson Good,Vermont,F,So,9.0,1.0,2.0,3.0,0.3333,2.0,8.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,100.0,2023-24,F,41.07142857142857,18.551587301587304,21.279761904761905,9.1765873015873,26.884920634920633,42.410714285714285,72.91666666666666,12.450396825396826,97.01583434835567,False
Zach Michaelis,Northern Michigan,F,So,9.0,0.0,3.0,3.0,0.3333,2.0,4.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,,2023-24,F,41.07142857142857,6.597222222222222,27.628968253968257,4.315476190476191,26.884920634920633,42.410714285714285,50.09920634920635,9.077380952380953,,False
Hunter Longhi,American Int'l,F,Fr,8.0,1.0,2.0,3.0,0.375,0.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2023-24,F,47.12301587301587,18.551587301587304,21.279761904761905,20.188492063492063,26.884920634920633,42.410714285714285,62.5,1.7857142857142856,,False
Devin Phillips,Holy Cross,F,So,5.0,1.0,2.0,3.0,0.6,2.0,10.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,2023-24,F,74.25595238095238,18.551587301587304,21.279761904761905,11.408730158730158,60.16865079365079,42.410714285714285,62.5,20.33730158730159,6.760048721071864,False
Nic Petruolo,Holy Cross,D,Sr,37.0,0.0,2.0,2.0,0.0541,39.0,28.0,0.0,0.0,0.0,6.0,37.0,0.0,0.0,,2023-24,D,12.545126353790614,16.335740072202164,25.180505415162457,43.23104693140794,37.274368231046935,47.92418772563177,79.51263537906136,64.8014440433213,,False
Kasper Vaharautio,Michigan Tech,D,So,37.0,0.0,2.0,2.0,0.0541,12.0,31.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,,2023-24,D,12.545126353790614,16.335740072202164,25.180505415162457,49.0072202166065,37.274368231046935,47.92418772563177,76.80505415162455,58.844765342960294,,False
Elliott McDermott,Massachusetts,D,Sr,35.0,0.0,2.0,2.0,0.0571,14.0,27.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,,2023-24,D,13.357400722021662,16.335740072202164,25.180505415162457,41.60649819494584,37.274368231046935,47.92418772563177,58.30324909747292,29.332129963898918,,False
Dylan Robbins,Sacred Heart,F,So,35.0,0.0,2.0,2.0,0.0571,16.0,17.0,0.0,0.0,0.0,-8.0,13.0,117.0,141.0,45.3,2023-24,F,7.142857142857142,6.597222222222222,21.279761904761905,18.055555555555554,26.884920634920633,42.410714285714285,14.285714285714285,57.192460317460316,44.0925700365408,False
Stefan Owens,Mass.-Lowell,F,Jr,34.0,1.0,1.0,2.0,0.0588,2.0,29.0,0.0,0.0,0.0,-6.0,13.0,58.0,66.0,46.8,2023-24,F,7.291666666666667,18.551587301587304,13.095238095238097,30.406746031746028,26.884920634920633,42.410714285714285,21.726190476190478,57.192460317460316,49.02557856272838,False
Liam Lesakowski,Maine,D,Fr,34.0,0.0,2.0,2.0,0.0588,36.0,29.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,,2023-24,D,13.628158844765343,16.335740072202164,25.180505415162457,44.765342960288805,37.274368231046935,47.92418772563177,51.44404332129964,55.054151624548744,,False
Karl Falk,St. Cloud State,D,Sr,33.0,0.0,2.0,2.0,0.0606,6.0,31.0,0.0,0.0,0.0,-7.0,21.0,0.0,0.0,,2023-24,D,13.898916967509026,16.335740072202164,25.180505415162457,49.0072202166065,37.274368231046935,47.92418772563177,18.140794223826713,34.29602888086642,,False
John Mittelstadt,Minnesota,F,So,33.0,1.0,1.0,2.0,0.0606,6.0,23.0,0.0,0.0,0.0,0.0,4.0,10.0,17.0,37.0,2023-24,F,7.440476190476191,18.551587301587304,13.095238095238097,24.553571428571427,26.884920634920633,42.410714285714285,56.20039682539682,16.418650793650794,27.831912302070645,False
Lucas Matta,RPI,D,Fr,32.0,1.0,1.0,2.0,0.0625,12.0,13.0,0.0,0.0,0.0,-12.0,26.0,0.0,0.0,,2023-24,D,14.169675090252706,41.7870036101083,16.60649819494585,19.223826714801444,37.274368231046935,47.92418772563177,7.581227436823104,44.94584837545126,,False
Chase Pletzke,Michigan,F,Gr,30.0,1.0,1.0,2.0,0.0667,0.0,14.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,2023-24,F,7.787698412698413,18.551587301587304,13.095238095238097,15.228174603174601,26.884920634920633,42.410714285714285,72.91666666666666,48.56150793650794,6.760048721071864,False
Carson Dyck,Penn State,F,Jr,30.0,0.0,2.0,2.0,0.0667,16.0,27.0,0.0,0.0,0.0,-7.0,24.0,92.0,112.0,45.1,2023-24,F,7.787698412698413,6.597222222222222,21.279761904761905,27.976190476190478,26.884920634920633,42.410714285714285,17.807539682539684,91.22023809523809,43.36175395858709,False
Gentry Shamburger,Boston College,F,Sr,30.0,1.0,1.0,2.0,0.0667,8.0,10.0,0.0,0.0,0.0,-4.0,4.0,0.0,1.0,0.0,2023-24,F,7.787698412698413,18.551587301587304,13.095238095238097,11.408730158730158,26.884920634920633,42.410714285714285,32.39087301587302,16.418650793650794,6.760048721071864,False
Jake Boltmann,Notre Dame,D,Jr,30.0,0.0,2.0,2.0,0.0667,22.0,32.0,0.0,0.0,0.0,-2.0,37.0,0.0,0.0,,2023-24,D,14.620938628158845,16.335740072202164,25.180505415162457,50.90252707581227,37.274368231046935,47.92418772563177,38.44765342960289,64.8014440433213,,False
Michael Fisher,Northeastern,D,Fr,29.0,1.0,1.0,2.0,0.069,14.0,26.0,0.0,0.0,0.0,-9.0,23.0,0.0,0.0,,2023-24,D,14.981949458483754,41.7870036101083,16.60649819494585,39.71119133574007,37.274368231046935,47.92418772563177,12.906137184115524,38.71841155234657,,False
Chikara Hanzawa,Sacred Heart,F,So,28.0,2.0,0.0,2.0,0.0714,6.0,27.0,0.0,0.0,0.0,-6.0,10.0,0.0,1.0,0.0,2023-24,F,8.18452380952381,28.125,4.365079365079365,27.976190476190478,26.884920634920633,42.410714285714285,21.726190476190478,43.25396825396825,6.760048721071864,False
Brenden MacLaren,Ferris State,F,Sr,27.0,0.0,2.0,2.0,0.0741,11.0,41.0,0.0,0.0,0.0,-15.0,29.0,2.0,1.0,66.7,2023-24,F,8.432539682539684,6.597222222222222,21.279761904761905,44.09722222222222,26.884920634920633,42.410714285714285,3.075396825396825,95.58531746031747,91.41291108404384,False
Sean Kilcullen,Mass.-Lowell,D,Fr,27.0,0.0,2.0,2.0,0.0741,25.0,25.0,0.0,0.0,0.0,-9.0,21.0,0.0,0.0,,2023-24,D,15.703971119133575,16.335740072202164,25.180505415162457,38.1768953068592,37.274368231046935,47.92418772563177,12.906137184115524,34.29602888086642,,False
Jack Lyons,Canisius,D,Sr,26.0,1.0,1.0,2.0,0.0769,10.0,24.0,0.0,0.0,0.0,-5.0,26.0,1.0,1.0,50.0,2023-24,D,16.15523465703971,41.7870036101083,16.60649819494585,36.55234657039711,37.274368231046935,47.92418772563177,23.465703971119133,44.94584837545126,60.43956043956044,False
Rylee Hlusiak,Sacred Heart,F,Fr,25.0,0.0,2.0,2.0,0.08,10.0,21.0,0.0,0.0,0.0,-6.0,5.0,0.0,1.0,0.0,2023-24,F,9.1765873015873,6.597222222222222,21.279761904761905,22.321428571428573,26.884920634920633,42.410714285714285,21.726190476190478,20.33730158730159,6.760048721071864,False
Talon Sigurdson,Clarkson,F,Fr,25.0,1.0,1.0,2.0,0.08,10.0,17.0,0.0,0.0,0.0,-4.0,19.0,23.0,47.0,32.9,2023-24,F,9.1765873015873,18.551587301587304,13.095238095238097,18.055555555555554,26.884920634920633,42.410714285714285,32.39087301587302,79.7123015873016,20.95006090133983,False
Winter Wallace,Cornell,F,So,24.0,1.0,1.0,2.0,0.0833,12.0,15.0,0.0,0.0,0.0,-2.0,8.0,3.0,7.0,30.0,2023-24,F,9.5734126984127,18.551587301587304,13.095238095238097,16.220238095238095,26.884920634920633,42.410714285714285,44.09722222222222,32.88690476190476,19.792935444579783,False
Nick VanTassell,Massachusetts,F,Fr,24.0,1.0,1.0,2.0,0.0833,19.0,15.0,1.0,0.0,0.0,-4.0,7.0,4.0,3.0,57.1,2023-24,F,9.5734126984127,18.551587301587304,13.095238095238097,16.220238095238095,26.884920634920633,42.410714285714285,32.39087301587302,28.720238095238095,83.25213154689403,False
Noah Wakeford,Brown,F,Jr,23.0,0.0,2.0,2.0,0.087,8.0,14.0,0.0,0.0,0.0,-3.0,10.0,4.0,9.0,30.8,2023-24,F,10.119047619047619,6.597222222222222,21.279761904761905,15.228174603174601,26.884920634920633,42.410714285714285,38.2936507936508,43.25396825396825,20.15834348355664,False
Oliver Flynn,Connecticut,F,Fr,23.0,1.0,1.0,2.0,0.087,6.0,18.0,0.0,0.0,0.0,-6.0,1.0,10.0,30.0,25.0,2023-24,F,10.119047619047619,18.551587301587304,13.095238095238097,19.047619047619047,26.884920634920633,42.410714285714285,21.726190476190478,5.5059523809523805,16.626065773447017,False
Dylan Finlay,Alaska-Anchorage,D,So,23.0,1.0,1.0,2.0,0.087,4.0,20.0,0.0,0.0,0.0,-8.0,20.0,0.0,1.0,0.0,2023-24,D,18.95306859205776,41.7870036101083,16.60649819494585,29.51263537906137,37.274368231046935,47.92418772563177,15.974729241877256,32.581227436823106,22.52747252747253,False
Christian Gorscak,Niagara,F,Sr,23.0,1.0,1.0,2.0,0.087,4.0,10.0,0.0,0.0,0.0,-2.0,9.0,3.0,8.0,27.3,2023-24,F,10.119047619047619,18.551587301587304,13.095238095238097,11.408730158730158,26.884920634920633,42.410714285714285,44.09722222222222,37.648809523809526,18.514007308160778,False
Nick Marciano,Princeton,D,So,22.0,2.0,0.0,2.0,0.0909,6.0,16.0,0.0,0.0,0.0,-5.0,8.0,1.0,0.0,100.0,2023-24,D,19.945848375451263,60.37906137184116,5.956678700361011,22.92418772563177,37.274368231046935,47.92418772563177,23.465703971119133,14.801444043321299,85.16483516483517,False
Xavier Henry,Vermont,D,So,22.0,1.0,1.0,2.0,0.0909,22.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,,2023-24,D,19.945848375451263,41.7870036101083,16.60649819494585,16.24548736462094,37.274368231046935,47.92418772563177,51.44404332129964,22.292418772563177,,False
